contestant_id,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,elimination_week,J_pct,week,industry_std,is_US,age_bin,rank_judge,rank_final
Jennifer Grey_S11,Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,finalist,91.25,7,Actor,1,46-55,1.0,1
Kurt Warner_S11,Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,8,87.5,7,Athlete,1,36-45,3.0,5
Kyle Massey_S11,Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,finalist,83.75,7,Actor,1,18-25,5.0,2
Rick Fox_S11,Rick Fox,Cheryl Burke,Athlete,,Canada,41,11,Eliminated Week 7,6,7,86.25,7,Athlete,0,36-45,4.0,6
Brandy_S11,Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,9,95.0,8,Musician,1,26-35,1.0,4
Bristol Palin_S11,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,finalist,78.33333333333333,8,TV_Personality,1,18-25,5.0,3
Jennifer Grey_S11,Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,finalist,95.0,8,Actor,1,46-55,1.0,1
Kurt Warner_S11,Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,8,80.0,8,Athlete,1,36-45,4.0,5
Kyle Massey_S11,Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,finalist,93.33333333333331,8,Actor,1,18-25,3.0,2
Brandy_S11,Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,9,95.0,9,Musician,1,26-35,3.0,4
Bristol Palin_S11,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,finalist,88.33333333333333,9,TV_Personality,1,18-25,4.0,3
Jennifer Grey_S11,Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,finalist,100.0,9,Actor,1,46-55,1.0,1
Kyle Massey_S11,Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,finalist,96.66666666666669,9,Actor,1,18-25,2.0,2
Bristol Palin_S11,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,finalist,85.55533333333332,10,TV_Personality,1,18-25,3.0,3
Jennifer Grey_S11,Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,finalist,100.0,10,Actor,1,46-55,1.0,1
Kyle Massey_S11,Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,finalist,91.11066666666666,10,Actor,1,18-25,2.0,2
Chelsea Kane_S12,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,finalist,70.0,1,Actor,1,18-25,3.0,3
Chris Jericho_S12,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,12,Eliminated Week 6,7,6,63.33333333333333,1,Athlete,1,36-45,5.0,7
Hines Ward_S12,Hines Ward,Kym Johnson,Athlete,,South Korea,35,12,1st Place,1,finalist,70.0,1,Athlete,0,26-35,3.0,1
Kendra Wilkinson_S12,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,Eliminated Week 7,6,7,60.0,1,TV_Personality,1,18-25,7.0,6
Kirstie Alley_S12,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,finalist,76.66666666666667,1,Actor,1,55+,2.0,2
Mike Catherwood_S12,Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,12,Eliminated Week 2,11,2,43.333333333333336,1,Other,1,26-35,11.0,11
Petra Nemcova_S12,Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,12,Eliminated Week 5,8,5,60.0,1,Model,0,26-35,7.0,8
Ralph Macchio_S12,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,9,80.0,1,Actor,1,46-55,1.0,4
Romeo_S12,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,8,63.33333333333333,1,Musician,1,18-25,5.0,5
Sugar Ray Leonard_S12,Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,12,Eliminated Week 4,9,4,56.66666666666666,1,Athlete,1,46-55,9.0,9
Wendy Williams_S12,Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,12,Eliminated Week 3,10,3,46.66666666666666,1,TV_Personality,1,46-55,10.0,10
Chelsea Kane_S12,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,finalist,60.0,2,Actor,1,18-25,7.0,3
Chris Jericho_S12,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,12,Eliminated Week 6,7,6,76.66666666666667,2,Athlete,1,36-45,1.0,7
Hines Ward_S12,Hines Ward,Kym Johnson,Athlete,,South Korea,35,12,1st Place,1,finalist,76.66666666666667,2,Athlete,0,26-35,1.0,1
Kendra Wilkinson_S12,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,Eliminated Week 7,6,7,63.33333333333333,2,TV_Personality,1,18-25,6.0,6
Kirstie Alley_S12,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,finalist,66.66666666666666,2,Actor,1,55+,5.0,2
Mike Catherwood_S12,Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,12,Eliminated Week 2,11,2,56.66666666666666,2,Other,1,26-35,9.0,11
Petra Nemcova_S12,Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,12,Eliminated Week 5,8,5,60.0,2,Model,0,26-35,7.0,8
Ralph Macchio_S12,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,9,70.0,2,Actor,1,46-55,4.0,4
Romeo_S12,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,8,76.66666666666667,2,Musician,1,18-25,1.0,5
Sugar Ray Leonard_S12,Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,12,Eliminated Week 4,9,4,56.66666666666666,2,Athlete,1,46-55,9.0,9
Wendy Williams_S12,Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,12,Eliminated Week 3,10,3,56.66666666666666,2,TV_Personality,1,46-55,9.0,10
Chelsea Kane_S12,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,finalist,76.66666666666667,3,Actor,1,18-25,3.0,3
Chris Jericho_S12,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,12,Eliminated Week 6,7,6,70.0,3,Athlete,1,36-45,5.0,7
Hines Ward_S12,Hines Ward,Kym Johnson,Athlete,,South Korea,35,12,1st Place,1,finalist,83.33333333333334,3,Athlete,0,26-35,1.0,1
Kendra Wilkinson_S12,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,Eliminated Week 7,6,7,76.66666666666667,3,TV_Personality,1,18-25,3.0,6
Kirstie Alley_S12,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,finalist,70.0,3,Actor,1,55+,5.0,2
Petra Nemcova_S12,Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,12,Eliminated Week 5,8,5,83.33333333333334,3,Model,0,26-35,1.0,8
Ralph Macchio_S12,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,9,70.0,3,Actor,1,46-55,5.0,4
Romeo_S12,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,8,66.66666666666666,3,Musician,1,18-25,8.0,5
Sugar Ray Leonard_S12,Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,12,Eliminated Week 4,9,4,66.66666666666666,3,Athlete,1,46-55,8.0,9
Wendy Williams_S12,Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,12,Eliminated Week 3,10,3,50.0,3,TV_Personality,1,46-55,10.0,10
Chelsea Kane_S12,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,finalist,86.66666666666667,4,Actor,1,18-25,1.0,3
Chris Jericho_S12,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,12,Eliminated Week 6,7,6,76.66666666666667,4,Athlete,1,36-45,4.0,7
Hines Ward_S12,Hines Ward,Kym Johnson,Athlete,,South Korea,35,12,1st Place,1,finalist,83.33333333333334,4,Athlete,0,26-35,2.0,1
Kendra Wilkinson_S12,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,Eliminated Week 7,6,7,60.0,4,TV_Personality,1,18-25,9.0,6
Kirstie Alley_S12,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,finalist,73.33333333333333,4,Actor,1,55+,7.0,2
Petra Nemcova_S12,Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,12,Eliminated Week 5,8,5,76.66666666666667,4,Model,0,26-35,4.0,8
Ralph Macchio_S12,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,9,83.33333333333334,4,Actor,1,46-55,2.0,4
Romeo_S12,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,8,76.66666666666667,4,Musician,1,18-25,4.0,5
Sugar Ray Leonard_S12,Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,12,Eliminated Week 4,9,4,70.0,4,Athlete,1,46-55,8.0,9
Chelsea Kane_S12,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,finalist,86.66666666666667,5,Actor,1,18-25,2.0,3
Chris Jericho_S12,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,12,Eliminated Week 6,7,6,86.66666666666667,5,Athlete,1,36-45,2.0,7
Hines Ward_S12,Hines Ward,Kym Johnson,Athlete,,South Korea,35,12,1st Place,1,finalist,90.0,5,Athlete,0,26-35,1.0,1
Kendra Wilkinson_S12,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,Eliminated Week 7,6,7,73.33333333333333,5,TV_Personality,1,18-25,6.0,6
Kirstie Alley_S12,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,finalist,76.66666666666667,5,Actor,1,55+,5.0,2
Petra Nemcova_S12,Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,12,Eliminated Week 5,8,5,73.33333333333333,5,Model,0,26-35,6.0,8
Ralph Macchio_S12,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,9,73.33333333333333,5,Actor,1,46-55,6.0,4
Romeo_S12,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,8,86.66666666666667,5,Musician,1,18-25,2.0,5
Chelsea Kane_S12,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,finalist,93.33333333333331,6,Actor,1,18-25,1.0,3
Chris Jericho_S12,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,12,Eliminated Week 6,7,6,73.33333333333333,6,Athlete,1,36-45,7.0,7
Hines Ward_S12,Hines Ward,Kym Johnson,Athlete,,South Korea,35,12,1st Place,1,finalist,90.0,6,Athlete,0,26-35,3.0,1
Kendra Wilkinson_S12,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,Eliminated Week 7,6,7,83.33333333333334,6,TV_Personality,1,18-25,5.0,6
Kirstie Alley_S12,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,finalist,86.66666666666667,6,Actor,1,55+,4.0,2
Ralph Macchio_S12,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,9,80.0,6,Actor,1,46-55,6.0,4
Romeo_S12,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,8,93.33333333333331,6,Musician,1,18-25,1.0,5
Chelsea Kane_S12,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,finalist,80.0,7,Actor,1,18-25,3.0,3
Hines Ward_S12,Hines Ward,Kym Johnson,Athlete,,South Korea,35,12,1st Place,1,finalist,82.5,7,Athlete,0,26-35,1.0,1
Kendra Wilkinson_S12,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,Eliminated Week 7,6,7,76.25,7,TV_Personality,1,18-25,4.0,6
Kirstie Alley_S12,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,finalist,75.0,7,Actor,1,55+,5.0,2
Ralph Macchio_S12,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,9,82.5,7,Actor,1,46-55,1.0,4
Romeo_S12,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,8,75.0,7,Musician,1,18-25,5.0,5
Chelsea Kane_S12,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,finalist,91.66666666666666,8,Actor,1,18-25,1.0,3
Hines Ward_S12,Hines Ward,Kym Johnson,Athlete,,South Korea,35,12,1st Place,1,finalist,90.0,8,Athlete,0,26-35,2.0,1
Kirstie Alley_S12,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,finalist,88.33333333333333,8,Actor,1,55+,3.0,2
Ralph Macchio_S12,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,9,76.66666666666667,8,Actor,1,46-55,5.0,4
Romeo_S12,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,8,86.66666666666667,8,Musician,1,18-25,4.0,5
Chelsea Kane_S12,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,finalist,60.83333333333333,9,Actor,1,18-25,4.0,3
Hines Ward_S12,Hines Ward,Kym Johnson,Athlete,,South Korea,35,12,1st Place,1,finalist,100.0,9,Athlete,0,26-35,1.0,1
Kirstie Alley_S12,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,finalist,90.0,9,Actor,1,55+,2.0,2
Ralph Macchio_S12,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,9,80.0,9,Actor,1,46-55,3.0,4
Chelsea Kane_S12,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,finalist,98.88866666666668,10,Actor,1,18-25,1.0,3
Hines Ward_S12,Hines Ward,Kym Johnson,Athlete,,South Korea,35,12,1st Place,1,finalist,98.88866666666668,10,Athlete,0,26-35,1.0,1
Kirstie Alley_S12,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,finalist,93.33299999999998,10,Actor,1,55+,3.0,2
Carson Kressley_S13,Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,13,Eliminated Week 5,8,5,56.66666666666666,1,TV_Personality,1,36-45,7.0,8
Chaz Bono_S13,Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,13,Eliminated Week 6,7,6,56.66666666666666,1,TV_Personality,1,36-45,7.0,7
Chynna Phillips_S13,Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,Eliminated Week 4,9,4,73.33333333333333,1,Musician,1,36-45,1.0,9
David Arquette_S13,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,7,60.0,1,Actor,1,36-45,6.0,6
Elisabetta Canalis_S13,Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,13,Eliminated Week 2,11,2,50.0,1,Actor,0,26-35,11.0,11
Hope Solo_S13,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,9,70.0,1,Athlete,1,26-35,3.0,4
J.R. Martinez_S13,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,finalist,73.33333333333333,1,Actor,1,26-35,1.0,1
Kristin Cavallari_S13,Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,13,Eliminated Week 3,10,3,63.33333333333333,1,TV_Personality,1,18-25,5.0,10
Metta World Peace (Ron)_S13,Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,13,Eliminated Week 1,12,1,46.66666666666666,1,Athlete,1,26-35,12.0,12
Nancy Grace_S13,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,13,Eliminated Week 8,5,8,53.333333333333336,1,TV_Personality,1,46-55,9.0,5
Ricki Lake_S13,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,finalist,66.66666666666666,1,Actor,1,36-45,4.0,3
Rob Kardashian_S13,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,13,2nd Place,2,finalist,53.333333333333336,1,TV_Personality,1,18-25,9.0,2
Carson Kressley_S13,Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,13,Eliminated Week 5,8,5,60.0,2,TV_Personality,1,36-45,9.0,8
Chaz Bono_S13,Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,13,Eliminated Week 6,7,6,56.66666666666666,2,TV_Personality,1,36-45,11.0,7
Chynna Phillips_S13,Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,Eliminated Week 4,9,4,70.0,2,Musician,1,36-45,4.0,9
David Arquette_S13,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,7,60.0,2,Actor,1,36-45,9.0,6
Elisabetta Canalis_S13,Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,13,Eliminated Week 2,11,2,70.0,2,Actor,0,26-35,4.0,11
Hope Solo_S13,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,9,63.33333333333333,2,Athlete,1,26-35,8.0,4
J.R. Martinez_S13,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,finalist,73.33333333333333,2,Actor,1,26-35,2.0,1
Kristin Cavallari_S13,Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,13,Eliminated Week 3,10,3,73.33333333333333,2,TV_Personality,1,18-25,2.0,10
Nancy Grace_S13,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,13,Eliminated Week 8,5,8,70.0,2,TV_Personality,1,46-55,4.0,5
Ricki Lake_S13,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,finalist,76.66666666666667,2,Actor,1,36-45,1.0,3
Rob Kardashian_S13,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,13,2nd Place,2,finalist,70.0,2,TV_Personality,1,18-25,4.0,2
Carson Kressley_S13,Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,13,Eliminated Week 5,8,5,76.66666666666667,3,TV_Personality,1,36-45,8.0,8
Chaz Bono_S13,Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,13,Eliminated Week 6,7,6,60.0,3,TV_Personality,1,36-45,10.0,7
Chynna Phillips_S13,Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,Eliminated Week 4,9,4,86.66666666666667,3,Musician,1,36-45,2.0,9
David Arquette_S13,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,7,80.0,3,Actor,1,36-45,4.0,6
Hope Solo_S13,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,9,80.0,3,Athlete,1,26-35,4.0,4
J.R. Martinez_S13,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,finalist,86.66666666666667,3,Actor,1,26-35,2.0,1
Kristin Cavallari_S13,Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,13,Eliminated Week 3,10,3,80.0,3,TV_Personality,1,18-25,4.0,10
Nancy Grace_S13,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,13,Eliminated Week 8,5,8,70.0,3,TV_Personality,1,46-55,9.0,5
Ricki Lake_S13,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,finalist,90.0,3,Actor,1,36-45,1.0,3
Rob Kardashian_S13,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,13,2nd Place,2,finalist,80.0,3,TV_Personality,1,18-25,4.0,2
Carson Kressley_S13,Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,13,Eliminated Week 5,8,5,66.66666666666666,4,TV_Personality,1,36-45,9.0,8
Chaz Bono_S13,Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,13,Eliminated Week 6,7,6,70.0,4,TV_Personality,1,36-45,6.0,7
Chynna Phillips_S13,Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,Eliminated Week 4,9,4,70.0,4,Musician,1,36-45,6.0,9
David Arquette_S13,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,7,76.66666666666667,4,Actor,1,36-45,5.0,6
Hope Solo_S13,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,9,80.0,4,Athlete,1,26-35,3.0,4
J.R. Martinez_S13,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,finalist,86.66666666666667,4,Actor,1,26-35,2.0,1
Nancy Grace_S13,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,13,Eliminated Week 8,5,8,70.0,4,TV_Personality,1,46-55,6.0,5
Ricki Lake_S13,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,finalist,96.66666666666669,4,Actor,1,36-45,1.0,3
Rob Kardashian_S13,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,13,2nd Place,2,finalist,80.0,4,TV_Personality,1,18-25,3.0,2
Carson Kressley_S13,Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,13,Eliminated Week 5,8,5,63.33333333333333,5,TV_Personality,1,36-45,8.0,8
Chaz Bono_S13,Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,13,Eliminated Week 6,7,6,70.0,5,TV_Personality,1,36-45,7.0,7
David Arquette_S13,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,7,83.33333333333334,5,Actor,1,36-45,2.0,6
Hope Solo_S13,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,9,80.0,5,Athlete,1,26-35,4.0,4
J.R. Martinez_S13,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,finalist,93.33333333333331,5,Actor,1,26-35,1.0,1
Nancy Grace_S13,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,13,Eliminated Week 8,5,8,73.33333333333333,5,TV_Personality,1,46-55,6.0,5
Ricki Lake_S13,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,finalist,80.0,5,Actor,1,36-45,4.0,3
Rob Kardashian_S13,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,13,2nd Place,2,finalist,83.33333333333334,5,TV_Personality,1,18-25,2.0,2
Chaz Bono_S13,Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,13,Eliminated Week 6,7,6,63.33333333333333,6,TV_Personality,1,36-45,7.0,7
David Arquette_S13,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,7,76.66666666666667,6,Actor,1,36-45,4.0,6
Hope Solo_S13,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,9,66.66666666666666,6,Athlete,1,26-35,6.0,4
J.R. Martinez_S13,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,finalist,96.66666666666669,6,Actor,1,26-35,1.0,1
Nancy Grace_S13,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,13,Eliminated Week 8,5,8,80.0,6,TV_Personality,1,46-55,3.0,5
Ricki Lake_S13,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,finalist,96.66666666666669,6,Actor,1,36-45,1.0,3
Rob Kardashian_S13,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,13,2nd Place,2,finalist,73.33333333333333,6,TV_Personality,1,18-25,5.0,2
David Arquette_S13,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,7,78.33333333333333,7,Actor,1,36-45,5.0,6
